,Date,Entry_Price,Exit_Price,Exit_date,Ret,Shares,Signal,Ticker
349473,2008-02-14,197.0,177.65,2008-02-28,-0.09822335025380713,9280.580289171508,Buy,UNIONBANK
174229,2008-02-14,104.3,98.85,2008-02-28,-0.052253116011505285,17528.99632758185,Buy,INDUSINDBK
278306,2008-02-14,214.15,253.15,2008-02-28,0.18211533971515292,8537.353803253733,Buy,SAIL
300529,2008-02-14,168.45,153.4,2008-02-28,-0.08934401899673483,10853.513309390248,Buy,STAR
161605,2008-02-14,62.35,62.45,2008-02-28,0.001603849238171584,29322.76370435905,Buy,IFCI
264577,2008-02-14,1989.55,1900.45,2008-02-28,-0.04478399638109121,918.9386127349335,Buy,RELCAPITAL
240531,2008-02-14,274.15,248.7,2008-02-28,-0.09283239102681007,6668.883155085855,Buy,ORIENTBANK
187795,2008-02-14,273.95,268.8,2008-02-28,0.019159226190476053,6673.751841455693,Sell,JPASSOCIAT
257276,2008-02-14,102.3,119.0,2008-02-28,-0.14033613445378157,17871.694202998897,Sell,PTC
519,2008-02-14,1786.8,1705.75,2008-02-28,0.047515755532756776,1023.2115049064176,Sell,ABIRLANUVO
111659,2008-02-14,537.6,572.35,2008-02-28,-0.0607145977111907,3400.8078812626245,Sell,DRREDDY
153795,2008-02-14,109.05,112.35,2008-02-28,-0.029372496662216308,16765.468289470766,Sell,IDEA
340748,2008-02-14,39.7,43.2,2008-02-28,-0.08101851851851849,46052.24979765206,Sell,TVSMOTOR
55132,2008-02-14,278.05,292.45,2008-02-28,-0.04923918618567269,6575.343704250267,Sell,BHARATFORG
50311,2008-02-14,1235.55,1225.25,2008-02-28,0.00840644766374199,1479.7250754455806,Sell,BEML
282997,2008-02-14,1554.3,1712.2,2008-02-28,-0.09222053498423088,1176.268620579545,Sell,SIEMENS
7763,2008-02-14,718.3,686.85,2008-02-28,0.04578874572322911,2545.2795725557385,Sell,ADANIENT
217580,2008-02-28,79.9,64.9,2008-03-13,-0.1877346683354193,22015.72754078139,Buy,MCLEODRUSS
164857,2008-02-28,149.8,136.0,2008-03-13,-0.09212283044058756,11742.701138240542,Buy,IGL
143394,2008-02-28,204.3,173.9,2008-03-13,-0.14880078316201661,8610.164613355033,Buy,HINDALCO
174239,2008-02-28,98.85,83.55,2008-03-13,-0.15477996965098628,17795.211234278537,Buy,INDUSINDBK
184679,2008-02-28,2352.65,1980.6,2008-03-13,-0.158140819926466,747.6915948009407,Buy,JINDALSTEL
161615,2008-02-28,62.45,48.7,2008-03-13,-0.2201761409127302,28167.440040167065,Buy,IFCI
278316,2008-02-28,253.15,194.75,2008-03-13,-0.23069326486272967,6948.673239219566,Buy,SAIL
145822,2008-02-28,650.1,494.5,2008-03-13,-0.239347792647285,2705.824689291545,Buy,IBREALEST
264587,2008-02-28,1900.45,1267.75,2008-03-13,-0.33292115025388724,925.6000581485613,Buy,RELCAPITAL
70293,2008-02-28,224.5,218.15,2008-03-13,-0.028285077951002213,7835.441561284781,Buy,CAIRN
50321,2008-02-28,1225.25,1093.0,2008-03-13,0.12099725526075034,1435.671602128899,Sell,BEML
57762,2008-02-28,846.15,780.65,2008-03-13,0.08390443860885166,2078.8945583034138,Sell,BHARTIARTL
73791,2008-02-28,268.7,225.6,2008-03-13,0.1910460992907801,6546.544959093537,Sell,CANBK
211379,2008-02-28,542.4,501.85,2008-03-13,0.08080103616618506,3243.0985075745452,Sell,LUPIN
23183,2008-02-28,214.7,186.45,2008-03-13,0.1515151515151516,8193.090966504114,Sell,AMARAJABAT
303197,2008-02-28,310.15,298.6,2008-03-13,0.038680509042196665,5671.631889435543,Sell,SUNTV
529,2008-02-28,1705.75,1437.75,2008-03-13,0.1864023648061206,1031.2511390933216,Sell,ABIRLANUVO
119166,2008-02-28,75.5,68.2,2008-03-13,0.10703812316715533,23298.763317992496,Sell,EXIDEIND
369573,2008-02-28,243.7,247.2,2008-03-13,-0.014158576051779947,7218.123227363289,Sell,ZEEL
7773,2008-02-28,686.85,585.75,2008-03-13,0.17259923175416136,2561.0491817841353,Sell,ADANIENT
283016,2008-03-13,646.15,669.5,2008-03-27,0.03613711986380874,2832.8698150739842,Buy,SIEMENS
217589,2008-03-13,64.9,63.5,2008-03-27,-0.02157164869029282,28204.296317566328,Buy,MCLEODRUSS
143403,2008-03-13,173.9,173.15,2008-03-27,-0.004312823461759652,10525.92772288703,Buy,HINDALCO
70302,2008-03-13,218.15,215.1,2008-03-27,-0.013981205592482282,8390.826637680746,Buy,CAIRN
145831,2008-03-13,494.5,487.95,2008-03-27,-0.01324570273003034,3701.635654216491,Buy,IBREALEST
187814,2008-03-13,218.9,230.65,2008-03-27,0.05367747830059377,8362.077802695545,Buy,JPASSOCIAT
125962,2008-03-13,149.6,150.25,2008-03-27,0.004344919786096302,12235.687373061864,Buy,GMRINFRA
254123,2008-03-13,89.45,98.8,2008-03-27,0.10452766908887634,20463.486092901672,Buy,POWERGRID
55151,2008-03-13,270.55,280.75,2008-03-27,0.037700979486231745,6765.695180225669,Buy,BHARATFORG
278325,2008-03-13,194.75,198.95,2008-03-27,0.021566110397946092,9399.018387728138,Buy,SAIL
29463,2008-03-13,81.45,74.1,2008-03-27,0.09919028340080982,22473.404923389255,Sell,ANDHRABANK
73800,2008-03-13,225.6,219.9,2008-03-27,0.02592087312414737,8113.735953058754,Sell,CANBK
333143,2008-03-13,139.2,133.05,2008-03-27,0.046223224351747305,13149.847923922809,Sell,TORNTPHARM
116365,2008-03-13,264.4,237.8,2008-03-27,0.11185870479394433,6923.066683094005,Sell,EICHERMOT
328453,2008-03-13,779.7,852.5,2008-03-27,-0.08539589442815243,2347.6450314352373,Sell,TCS
45640,2008-03-13,266.55,262.9,2008-03-27,0.013883605933815213,6867.225027237121,Sell,BANKINDIA
119175,2008-03-13,68.2,64.75,2008-03-27,0.05328185328185331,26839.572302200217,Sell,EXIDEIND
538,2008-03-13,1437.75,1394.9,2008-03-27,0.030719047960427126,1273.1412491810502,Sell,ABIRLANUVO
180376,2008-03-13,631.35,549.2,2008-03-27,0.14958120903131822,2899.2774705156485,Sell,JETAIRWAYS
240550,2008-03-13,194.2,179.0,2008-03-27,0.08491620111731835,9425.637646807698,Sell,ORIENTBANK
367145,2008-03-27,185.35,165.15,2008-04-10,-0.10898300512543835,9824.212468376223,Buy,YESBANK
283024,2008-03-27,669.5,599.55,2008-04-10,-0.1044809559372667,2719.817447368981,Buy,SIEMENS
187822,2008-03-27,230.65,212.8,2008-04-10,-0.0773899848254932,7894.722657765154,Buy,JPASSOCIAT
196438,2008-03-27,77.45,87.25,2008-04-10,0.12653324725629433,23510.881614119207,Buy,KPIT
137401,2008-03-27,2665.7,2388.7,2008-04-10,-0.10391266834227408,683.0917886534617,Buy,HDFC
217597,2008-03-27,63.5,85.35,2008-04-10,0.34409448818897626,28675.870567142247,Buy,MCLEODRUSS
300556,2008-03-27,146.15,187.2,2008-04-10,0.28087581252138194,12459.239007961223,Buy,STAR
156651,2008-03-27,156.3,154.25,2008-04-10,-0.013115802943058252,11650.145751846017,Buy,IDFC
145839,2008-03-27,487.95,470.75,2008-04-10,-0.03524951326980219,3731.771249131126,Buy,IBREALEST
174256,2008-03-27,81.4,80.65,2008-04-10,-0.00921375921375922,22369.99730974856,Buy,INDUSINDBK
161632,2008-03-27,43.85,43.9,2008-04-10,-0.001138952164009055,41526.06114055947,Sell,IFCI
18509,2008-03-27,77.85,78.0,2008-04-10,-0.0019230769230770273,23390.080680970237,Sell,ALBK
240558,2008-03-27,179.0,175.6,2008-04-10,0.019362186788154823,10172.725033595156,Sell,ORIENTBANK
151384,2008-03-27,85.6,92.55,2008-04-10,-0.07509454349000544,21272.403983802953,Sell,IDBI
292210,2008-03-27,99.55,108.5,2008-04-10,-0.08248847926267289,18291.489512943575,Sell,SRF
211396,2008-03-27,477.6,492.3,2008-04-10,-0.029859841560024303,3812.641920045085,Sell,LUPIN
180384,2008-03-27,549.2,537.05,2008-04-10,0.022623591844334934,3315.582266958362,Sell,JETAIRWAYS
202887,2008-03-27,202.8,205.15,2008-04-10,-0.01145503290275407,8978.884521762982,Sell,KTKBANK
319035,2008-03-27,151.45,172.5,2008-04-10,-0.12202898550724639,12023.22734244657,Sell,TATAELXSI
364294,2008-03-27,255.0,282.1,2008-04-10,-0.09606522509748328,7140.854043190325,Sell,WOCKPHARMA
217607,2008-04-10,85.35,97.15,2008-04-24,0.13825424721734048,22146.7831759221,Buy,MCLEODRUSS
300566,2008-04-10,187.2,178.15,2008-04-24,-0.04834401709401703,10097.371496073458,Buy,STAR
228608,2008-04-10,121.45,131.4,2008-04-24,0.0819267188143269,15563.836509386176,Buy,NIITTECH
196448,2008-04-10,87.25,98.9,2008-04-24,0.1335243553008596,21664.503656904883,Buy,KPIT
367155,2008-04-10,165.15,165.8,2008-04-24,0.0039358159249167635,11445.521913805334,Buy,YESBANK
45658,2008-04-10,310.85,342.45,2008-04-24,0.10165674762747301,6080.8362363356955,Buy,BANKINDIA
139756,2008-04-10,618.25,728.55,2008-04-24,0.1784067933683784,3057.3844627010935,Buy,HDIL
264614,2008-04-10,1233.55,1370.35,2008-04-24,0.11089943658546475,1532.3480556645059,Buy,RELCAPITAL
70320,2008-04-10,241.35,256.2,2008-04-24,0.0615288999378496,7831.895355562258,Buy,CAIRN
7800,2008-04-10,674.4,777.05,2008-04-24,0.15220937129300105,2802.829098554198,Buy,ADANIENT
240568,2008-04-10,175.6,203.65,2008-04-24,-0.13773631230051564,10764.39603681635,Sell,ORIENTBANK
202897,2008-04-10,205.15,205.05,2008-04-24,0.0004876859302609393,9213.882252327327,Sell,KTKBANK
18519,2008-04-10,78.0,81.0,2008-04-24,-0.03703703703703709,24233.691590576294,Sell,ALBK
180394,2008-04-10,537.05,540.6,2008-04-24,-0.0065667776544581224,3519.6498353318148,Sell,JETAIRWAYS
283034,2008-04-10,599.55,640.75,2008-04-24,-0.06429964884900519,3152.7444651237615,Sell,SIEMENS
25555,2008-04-10,121.95,115.25,2008-04-24,0.058134490238611836,15500.024141574015,Sell,AMBUJACEM
50348,2008-04-10,994.2,1046.3,2008-04-24,-0.0497945140017203,1901.2552243662753,Sell,BEML
369600,2008-04-10,238.4,212.85,2008-04-24,0.1200375851538642,7928.8084902053315,Sell,ZEEL
278343,2008-04-10,160.7,174.65,2008-04-24,-0.07987403378184954,11762.463870970449,Sell,SAIL
214768,2008-04-10,737.9,747.05,2008-04-24,-0.012248176159560864,2561.631581603132,Sell,MARUTI
196456,2008-04-24,98.9,84.45,2008-05-08,-0.14610717896865522,18985.66341394271,Buy,KPIT
217615,2008-04-24,97.15,100.95,2008-05-08,0.039114770972722646,19327.659409561853,Buy,MCLEODRUSS
104655,2008-04-24,61.5,53.65,2008-05-08,-0.12764227642276427,30531.416449413562,Buy,DISHTV
161650,2008-04-24,62.5,60.85,2008-05-08,-0.02639999999999998,30042.913786222947,Buy,IFCI
76731,2008-04-24,121.75,134.25,2008-05-08,0.10266940451745388,15422.440342003565,Buy,CEATLTD
139764,2008-04-24,728.55,785.3,2008-05-08,0.07789444787591782,2577.286544010616,Buy,HDIL
228616,2008-04-24,131.4,144.9,2008-05-08,0.10273972602739723,14289.818201209544,Buy,NIITTECH
292228,2008-04-24,140.7,123.9,2008-05-08,-0.11940298507462677,13345.288639935567,Buy,SRF
7808,2008-04-24,777.05,841.75,2008-05-08,0.08326362524934061,2416.4237972317537,Buy,ADANIENT
312167,2008-04-24,352.9,342.15,2008-05-08,-0.030461887220175732,5320.720066984795,Buy,TATACHEM
202905,2008-04-24,205.05,207.1,2008-05-08,-0.009898599710284839,9157.19147348907,Sell,KTKBANK
278351,2008-04-24,174.65,169.6,2008-05-08,0.02977594339622658,10751.114295098392,Sell,SAIL
283042,2008-04-24,640.75,585.65,2008-05-08,0.0940834969691795,2930.4441851563543,Sell,SIEMENS
180402,2008-04-24,540.6,561.7,2008-05-08,-0.03756453622930389,3473.3298402496007,Sell,JETAIRWAYS
233829,2008-04-24,190.3,192.75,2008-05-08,-0.012710765239948074,9866.958022275008,Sell,NTPC
307476,2008-04-24,75.65,77.4,2008-05-08,-0.022609819121446995,24820.649195491525,Sell,SYNDIBANK
129862,2008-04-24,127.6,136.3,2008-05-08,-0.06382978723404265,14715.377050461866,Sell,GODREJCP
25563,2008-04-24,115.25,111.7,2008-05-08,0.03178155774395708,16292.25259556559,Sell,AMBUJACEM
214776,2008-04-24,747.05,770.55,2008-05-08,-0.030497696450587197,2513.4624344273266,Sell,MARUTI
369608,2008-04-24,212.85,222.45,2008-05-08,-0.0431557653405259,8821.62138425621,Sell,ZEEL
217624,2008-05-08,100.95,108.0,2008-05-22,0.06983655274888556,18824.2960957462,Buy,MCLEODRUSS
76740,2008-05-08,134.25,114.5,2008-05-22,-0.14711359404096835,14155.029354678427,Buy,CEATLTD
161659,2008-05-08,60.85,63.35,2008-05-22,0.041084634346754356,31229.46081948363,Buy,IFCI
228625,2008-05-08,144.9,156.85,2008-05-22,0.08247066942719106,13114.64935034906,Buy,NIITTECH
123422,2008-05-08,648.0,625.3,2008-05-22,-0.035030864197530986,2932.581313064165,Buy,GLENMARK
340802,2008-05-08,41.75,41.25,2008-05-22,-0.0119760479041916,45516.47163749889,Buy,TVSMOTOR
174283,2008-05-08,96.5,86.0,2008-05-22,-0.10880829015544047,19692.359490835013,Buy,INDUSINDBK
196465,2008-05-08,84.45,81.75,2008-05-22,-0.03197158081705154,22502.222508769435,Buy,KPIT
292237,2008-05-08,123.9,129.05,2008-05-22,0.04156577885391455,15337.471274137037,Buy,SRF
240585,2008-05-08,211.25,203.5,2008-05-22,-0.03668639053254441,8995.563033683213,Buy,ORIENTBANK
164901,2008-05-08,125.7,127.8,2008-05-22,-0.016431924882629012,15117.841613886863,Sell,IGL
96826,2008-05-08,247.85,231.7,2008-05-22,0.06970220112214065,7667.18858529586,Sell,CROMPGREAV
233838,2008-05-08,192.75,178.75,2008-05-22,0.07832167832167825,9858.950406565908,Sell,NTPC
86122,2008-05-08,211.7,203.25,2008-05-22,0.04157441574415732,8976.441619582329,Sell,CIPLA
101517,2008-05-08,104.6,96.45,2008-05-22,0.084499740798341,18167.425342883165,Sell,DABUR
369617,2008-05-08,222.45,237.0,2008-05-22,-0.06139240506329113,8542.65089173108,Sell,ZEEL
345969,2008-05-08,717.85,681.45,2008-05-22,0.05341551104262976,2647.2280989978112,Sell,ULTRACEMCO
25572,2008-05-08,111.7,104.2,2008-05-22,0.07197696737044135,17012.647187695424,Sell,AMBUJACEM
169592,2008-05-08,166.55,173.35,2008-05-22,-0.03922699740409563,11409.863049328002,Sell,INDIACEM
5264,2008-05-08,744.3,680.35,2008-05-22,0.09399573748805756,2553.154226609672,Sell,ACC
116409,2008-05-22,329.25,281.7,2008-06-05,-0.14441913439635534,5734.339204535484,Buy,EICHERMOT
217633,2008-05-22,108.0,76.1,2008-06-05,-0.2953703703703704,17481.770213826927,Buy,MCLEODRUSS
70346,2008-05-22,319.65,264.1,2008-06-05,-0.17378382605975273,5906.557744699854,Buy,CAIRN
139782,2008-05-22,782.1,653.9,2008-06-05,-0.1639176575885437,2414.053424233868,Buy,HDIL
211432,2008-05-22,666.9,666.65,2008-06-05,-0.00037486879592141253,2831.0559050731868,Buy,LUPIN
303250,2008-05-22,360.05,356.0,2008-06-05,-0.011248437716983806,5243.802758209438,Buy,SUNTV
340811,2008-05-22,41.25,35.0,2008-06-05,-0.1515151515151515,45770.45292347414,Buy,TVSMOTOR
161668,2008-05-22,63.35,61.1,2008-06-05,-0.03551696921862668,29803.175739436592,Buy,IFCI
228634,2008-05-22,156.85,140.9,2008-06-05,-0.10168951227287215,12037.176812835884,Buy,NIITTECH
319071,2008-05-22,185.6,209.6,2008-06-05,0.1293103448275863,10172.581805459635,Buy,TATAELXSI
25581,2008-05-22,104.2,85.8,2008-06-05,0.21445221445221452,18119.301181317736,Sell,AMBUJACEM
287567,2008-05-22,152.85,125.15,2008-06-05,0.22133439872153415,12352.1830755205,Sell,SOUTHBANK
233847,2008-05-22,178.75,166.9,2008-06-05,0.0710005991611744,10562.412213109417,Sell,NTPC
96835,2008-05-22,231.7,237.3,2008-06-05,-0.02359882005899716,8148.602430268918,Sell,CROMPGREAV
60987,2008-05-22,473.05,460.75,2008-06-05,0.026695604991861188,3991.1873651692385,Sell,BIOCON
355436,2008-05-22,162.6,134.5,2008-06-05,0.2089219330855019,11611.507891102758,Sell,VOLTAS
101526,2008-05-22,96.45,96.3,2008-06-05,0.0015576323987540608,19575.232587799983,Sell,DABUR
5273,2008-05-22,680.35,639.75,2008-06-05,0.06346228995701453,2775.0880915606795,Sell,ACC
345978,2008-05-22,681.45,620.75,2008-06-05,0.09778493757551354,2770.6085304766425,Sell,ULTRACEMCO
86131,2008-05-22,203.25,210.6,2008-06-05,-0.03490028490028485,9289.206312882205,Sell,CIPLA
211442,2008-06-05,666.65,687.7,2008-06-19,0.03157578939473504,2844.666049572998,Buy,LUPIN
116419,2008-06-05,281.7,292.55,2008-06-19,0.038516151934682386,6731.972388881219,Buy,EICHERMOT
303260,2008-06-05,356.0,331.45,2008-06-19,-0.06896067415730345,5326.956803224267,Buy,SUNTV
312195,2008-06-05,354.45,364.15,2008-06-19,0.0273663422203414,5350.251437291125,Buy,TATACHEM
111732,2008-06-05,700.8,681.2,2008-06-19,-0.027968036529680274,2706.0454080305926,Buy,DRREDDY
161678,2008-06-05,61.1,54.65,2008-06-19,-0.10556464811783961,31037.587920586564,Buy,IFCI
70356,2008-06-05,264.1,284.15,2008-06-19,0.07591821279818234,7180.600613206509,Buy,CAIRN
143457,2008-06-05,181.95,172.2,2008-06-19,-0.05358615004122014,10422.625017575374,Buy,HINDALCO
328507,2008-06-05,981.85,888.0,2008-06-19,-0.09558486530529109,1931.4524845422816,Buy,TCS
119229,2008-06-05,72.9,73.25,2008-06-19,0.004801097393689835,26013.671082960755,Buy,EXIDEIND
145885,2008-06-05,404.35,375.1,2008-06-19,0.077979205545188,4689.987936064892,Sell,IBREALEST
187868,2008-06-05,205.65,177.25,2008-06-19,0.16022566995768694,9221.476401399656,Sell,JPASSOCIAT
335702,2008-06-05,107.35,112.25,2008-06-19,-0.04365256124721606,17665.548411251413,Sell,TORNTPOWER
240604,2008-06-05,163.0,164.15,2008-06-19,-0.007005787389582685,11634.335103974474,Sell,ORIENTBANK
151430,2008-06-05,81.15,78.9,2008-06-19,0.028517110266159662,23369.027996892655,Sell,IDBI
174302,2008-06-05,71.3,71.1,2008-06-19,0.002812939521800395,26597.428077809807,Sell,INDUSINDBK
156697,2008-06-05,132.0,127.8,2008-06-19,0.032863849765258246,14366.641075362419,Sell,IDFC
355446,2008-06-05,134.5,138.05,2008-06-19,-0.025715320536037756,14099.603137158656,Sell,VOLTAS
349546,2008-06-05,127.45,129.4,2008-06-19,-0.015069551777434298,14879.53410708387,Sell,UNIONBANK
76759,2008-06-05,92.25,86.2,2008-06-19,0.07018561484918795,20557.14495336411,Sell,CEATLTD
333207,2008-06-19,170.65,154.4,2008-07-03,-0.0952241429827132,11780.003680836426,Buy,TORNTPHARM
292266,2008-06-19,125.5,114.05,2008-07-03,-0.09123505976095625,16017.989068802677,Buy,SRF
335712,2008-06-19,112.25,89.35,2008-07-03,-0.20400890868596888,17908.753925476492,Buy,TORNTPOWER
96855,2008-06-19,254.0,221.25,2008-07-03,-0.12893700787401574,7914.400110766677,Buy,CROMPGREAV
116429,2008-06-19,292.55,240.0,2008-07-03,-0.17962741411724492,6871.501036180947,Buy,EICHERMOT
7846,2008-06-19,815.6,582.85,2008-07-03,-0.2853727317312408,2464.759230179912,Buy,ADANIENT
228654,2008-06-19,138.8,116.35,2008-07-03,-0.16174351585014424,14483.124122008185,Buy,NIITTECH
196494,2008-06-19,71.3,53.95,2008-07-03,-0.2433380084151472,28194.3566358308,Buy,KPIT
369646,2008-06-19,242.6,190.4,2008-07-03,-0.21516900247320692,8286.305144825788,Buy,ZEEL
123451,2008-06-19,685.3,605.6,2008-07-03,-0.11629943090617234,2933.3979689694092,Buy,GLENMARK
259969,2008-06-19,526.85,389.7,2008-07-03,0.3519373877341545,3815.616642563796,Sell,RCOM
283080,2008-06-19,474.25,385.35,2008-07-03,0.23069936421435044,4238.814186894541,Sell,SIEMENS
202943,2008-06-19,172.35,125.85,2008-07-03,0.369487485101311,11663.809852827017,Sell,KTKBANK
104693,2008-06-19,40.1,28.3,2008-07-03,0.41696113074204955,50131.11292106574,Sell,DISHTV
81460,2008-06-19,596.0,491.75,2008-07-03,0.21199796644636493,3372.915483447544,Sell,CENTURYTEX
187878,2008-06-19,177.25,138.65,2008-07-03,0.2783988460151461,11341.368847022488,Sell,JPASSOCIAT
18565,2008-06-19,68.65,54.5,2008-07-03,0.25963302752293593,29282.703978656024,Sell,ALBK
314400,2008-06-19,408.15,352.45,2008-07-03,0.158036600936303,4925.291260896083,Sell,TATACOMM
364350,2008-06-19,240.85,173.2,2008-07-03,0.3905889145496537,8346.51288409689,Sell,WOCKPHARMA
76769,2008-06-19,86.2,71.25,2008-07-03,0.2098245614035088,23320.854154695313,Sell,CEATLTD
139812,2008-07-03,365.75,410.75,2008-07-17,0.12303485987696505,5530.785421178391,Buy,HDIL
364360,2008-07-03,173.2,173.45,2008-07-17,0.0014434180138567232,11679.473255173189,Buy,WOCKPHARMA
187888,2008-07-03,138.65,149.1,2008-07-17,0.07536963577353029,14589.864895751865,Buy,JPASSOCIAT
50404,2008-07-03,693.05,619.75,2008-07-17,-0.10576437486472834,2918.815046239083,Buy,BEML
18575,2008-07-03,54.5,57.3,2008-07-17,0.05137614678899083,37117.15170267883,Buy,ALBK
143477,2008-07-03,135.55,139.4,2008-07-17,0.0284028033935817,14923.53203833269,Buy,HINDALCO
161698,2008-07-03,33.35,37.95,2008-07-17,0.13793103448275867,60656.21492641668,Buy,IFCI
202953,2008-07-03,125.85,117.8,2008-07-17,-0.06396503774334528,16073.776462423491,Buy,KTKBANK
314410,2008-07-03,352.45,385.15,2008-07-17,0.09277911760533408,5739.494304996443,Buy,TATACOMM
126036,2008-07-03,81.3,82.6,2008-07-17,0.01599015990159902,24881.731461205367,Buy,GMRINFRA
278399,2008-07-03,128.45,120.05,2008-07-17,0.06997084548104948,15748.421703355363,Sell,SAIL
70376,2008-07-03,257.2,216.75,2008-07-17,0.18662053056516714,7865.02631335924,Sell,CAIRN
164940,2008-07-03,105.25,107.25,2008-07-17,-0.018648018648018683,19219.807770033218,Sell,IGL
369656,2008-07-03,190.4,185.9,2008-07-17,0.024206562668101173,10624.394788844518,Sell,ZEEL
45714,2008-07-03,224.2,243.45,2008-07-17,-0.07907167796262071,9022.679606583391,Sell,BANKINDIA
169631,2008-07-03,124.85,131.75,2008-07-17,-0.052371916508538896,16202.521167769293,Sell,INDIACEM
292276,2008-07-03,114.05,123.75,2008-07-17,-0.07838383838383844,17736.823917544905,Sell,SRF
25611,2008-07-03,71.6,82.0,2008-07-17,-0.12682926829268304,28252.580555810007,Sell,AMBUJACEM
180450,2008-07-03,320.95,358.95,2008-07-17,-0.10586432650787014,6302.803451615505,Sell,JETAIRWAYS
333217,2008-07-03,154.4,159.25,2008-07-17,-0.030455259026687553,13101.585283652825,Sell,TORNTPHARM
139822,2008-07-17,410.75,450.25,2008-07-31,0.09616555082166767,5231.191648196719,Buy,HDIL
145915,2008-07-17,269.65,286.15,2008-07-31,0.06119043204153529,7968.522045231977,Buy,IBREALEST
161708,2008-07-17,37.95,45.95,2008-07-31,0.2108036890645586,56619.55123838741,Buy,IFCI
180460,2008-07-17,358.95,466.8,2008-07-31,0.3004596740493106,5986.103829215218,Buy,JETAIRWAYS
45724,2008-07-17,243.45,272.6,2008-07-31,0.11973711234339723,8826.091474622315,Buy,BANKINDIA
303290,2008-07-17,262.5,235.5,2008-07-31,-0.10285714285714287,8185.569407606867,Buy,SUNTV
259989,2008-07-17,417.6,500.65,2008-07-31,0.1988745210727969,5145.383068718396,Buy,RCOM
107071,2008-07-17,430.15,511.5,2008-07-31,0.18912007439265377,4995.262046952929,Buy,DLF
264680,2008-07-17,1027.7,1301.55,2008-07-31,0.2664688138561837,2090.796895491683,Buy,RELCAPITAL
184772,2008-07-17,1725.25,2076.05,2008-07-31,0.20333285031154924,1245.449627298538,Buy,JINDALSTEL
164950,2008-07-17,107.25,109.2,2008-07-31,-0.017857142857142905,20034.610438198622,Sell,IGL
70386,2008-07-17,216.75,241.8,2008-07-31,-0.10359801488833753,9913.319351773021,Sell,CAIRN
73884,2008-07-17,164.45,182.7,2008-07-31,-0.09989053092501365,13066.050285781712,Sell,CANBK
233887,2008-07-17,165.3,170.35,2008-07-31,-0.02964484884062213,12998.862489393843,Sell,NTPC
76789,2008-07-17,73.25,70.75,2008-07-31,0.035335689045936425,29333.95180200413,Sell,CEATLTD
292286,2008-07-17,123.75,132.15,2008-07-31,-0.06356413166855845,17363.32904643881,Sell,SRF
86171,2008-07-17,212.2,218.9,2008-07-31,-0.03060758337140257,10125.881100361934,Sell,CIPLA
296800,2008-07-17,283.8,291.65,2008-07-31,-0.026915823761357704,7571.2190609471545,Sell,SRTRANSFIN
328537,2008-07-17,783.25,833.75,2008-07-31,-0.060569715142428815,2743.3284002512637,Sell,TCS
111762,2008-07-17,642.45,569.15,2008-07-31,0.12878854432047793,3344.55906217885,Sell,DRREDDY
264690,2008-07-31,1301.55,1322.35,2008-08-14,0.01598094579539766,1617.229897631445,Buy,RELCAPITAL
300642,2008-07-31,175.55,181.05,2008-08-14,0.031330105383081674,11990.347896680189,Buy,STAR
271523,2008-07-31,965.1,986.15,2008-08-14,0.02181121127344321,2181.023285941568,Buy,RELINFRA
273728,2008-07-31,165.6,164.5,2008-08-14,-0.0066425120772946045,12710.782447235551,Buy,RPOWER
283110,2008-07-31,547.65,557.45,2008-08-14,0.017894640737697642,3843.5233694188028,Buy,SIEMENS
139832,2008-07-31,450.25,431.55,2008-08-14,-0.04153248195446968,4674.970734619005,Buy,HDIL
161718,2008-07-31,45.95,45.75,2008-08-14,-0.0043525571273123065,45808.608776108966,Buy,IFCI
145925,2008-07-31,286.15,304.25,2008-08-14,0.06325353835401026,7355.951680105565,Buy,IBREALEST
107081,2008-07-31,511.5,500.0,2008-08-14,-0.022482893450635366,4115.1624110698085,Buy,DLF
367231,2008-07-31,127.7,130.75,2008-08-14,0.023884103367266984,16483.207308239682,Buy,YESBANK
111772,2008-07-31,569.15,589.15,2008-08-14,-0.03394721208520746,3698.3318514665857,Sell,DRREDDY
211482,2008-07-31,737.6,745.5,2008-08-14,-0.010596914822266879,2853.7223064834698,Sell,LUPIN
328547,2008-07-31,833.75,833.2,2008-08-14,0.0006601056168986652,2524.6243757267853,Sell,TCS
23286,2008-07-31,125.35,126.95,2008-08-14,-0.012603387160299406,16792.226352311187,Sell,AMARAJABAT
360176,2008-07-31,415.4,429.4,2008-08-14,-0.03260363297624591,5067.177595720287,Sell,WIPRO
296810,2008-07-31,291.65,347.1,2008-08-14,-0.15975223278594075,7217.231521557372,Sell,SRTRANSFIN
228684,2008-07-31,109.3,118.0,2008-08-14,-0.07372881355932204,19258.0564799836,Sell,NIITTECH
61037,2008-07-31,381.25,397.9,2008-08-14,-0.04184468459411905,5521.063798720544,Sell,BIOCON
177534,2008-07-31,137.7,159.6,2008-08-14,-0.13721804511278202,15286.169740466285,Sell,IRB
70396,2008-07-31,241.8,245.75,2008-08-14,-0.016073245167853467,8705.151254186134,Sell,CAIRN
230884,2008-08-14,352.0,289.5,2008-08-28,-0.17755681818181823,5971.311170556303,Buy,NMDC
104733,2008-08-14,36.15,36.1,2008-08-28,-0.0013831258644535493,58143.88746987051,Buy,DISHTV
145935,2008-08-14,304.25,258.65,2008-08-28,-0.14987674609695978,6908.468470125945,Buy,IBREALEST
